Feature	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
ARHGAP10_A1A4S6	0.0138391356048018	-0.00107394648251165	0.0109384898294926	-0.00608821490103808	0.00374237197521106	-0.00892648368641259	-0.00582839413518983	0.00128748089946309	-0.00127219040579557	0.00776032796314824
ILVBL_A1L0T0	-0.00470084525064892	-1.61439387910798e-05	0.00135900249547175	-0.00321543204823604	0.000109251911921972	-0.00119035742514131	-0.00223343632516399	0.00192282259459452	0.00472877265853443	-0.0054313885251775
C1orf226_A1L170	-0.011181818839038	-0.00819980319049054	0.0056659147521543	0.00347526996661582	0.00469836504954727	-0.00759977726477886	-0.00197505548302922	0.0124527660682208	0.0134924166982585	0.00503785072038316
PLEKHG3_A1L390	-3.03283837630412e-05	0.00614969621869322	-0.00478703235352828	-0.00105610285037101	0.00764286046106601	0.00104369368795332	-0.0143696871531365	-0.00403439891356388	-0.00867780474506138	0.00307832491350765
ELOVL7_A1L3X0	0.000620648616976202	0.00676121151657727	0.0122409011626876	-0.00418975222437146	-0.0113885923609885	0.0125682052701834	-0.00927763603219731	-0.00752404619424638	-0.0103613819298929	-0.010326091178613
CXorf23_A2AJT9	0.0106254613508685	-0.000259922197015849	0.00333934702016737	0.00179956755341862	-0.00407084103195186	-0.000536190095189826	0.00454140943092165	0.000155733661430843	0.000660723551181268	0.0078238308032788
NBAS_A2RRP1	0.00306152422732555	0.000251878372959475	0.00217810094177271	-0.00314821001322038	-0.00240980648518828	0.000440964390763605	-0.00122977117857359	-0.00320866903806537	-0.00131251647918461	-0.0159892381104215
DENND3_A2RUS2	0.0165900212875156	-0.0686965267346453	-0.0410864442071241	0.0344734618491448	0.0565071531569249	0.0358751425904919	-0.0202931884981835	0.059685490406668	0.000724444714757845	0.00241155886051287
KIAA0922_A2VDJ0	0.013474224448372	-0.00915063933920408	0.00385298996093037	-0.00928351504709091	-0.00156173143897812	0.0016728932802381	-0.0128260821186628	0.00231717364717417	-0.00434032792112954	0.00776763664509612
VWA8_A3KMH1	-0.00434398155243083	0.00177616924902334	0.0123530148969424	-0.00233197475953535	0.00446277227851005	0.00119348134927193	0.00208802147911481	-0.00153937020185405	-0.00406030737308534	-0.00520174017269583
SBNO1_A3KN83	0.00209509708797927	0.0123576331561938	0.0146332263554261	0.0123371983435031	0.00227989959631733	-0.00956451167854063	0.00238224253474103	0.00441389293987639	-0.013243682222112	-0.00493913898226467
GTPBP10_A4D1E9	0.0127251244020004	0.00642553027383817	-0.00584919671683519	-0.0046841170180559	0.00211725561902444	-0.00812623863763242	0.00438134669669943	0.00119065779359339	0.00340136759131019	0.00767042115039731
LCHN_A4D1U4	0.00793620331887386	-0.00740459439890531	0.00461400585879126	-0.00513999891346043	0.00128526820192302	-0.00266575268777332	0.00274334187794931	0.00046309005990583	-0.00398917910333168	-0.0107808878688894
VPS37C_A5D8V6	-0.0140669022560943	0.00025729266555641	0.010312954376352	-0.00931500889458297	-0.00683976093536115	-0.00352481835082849	0.00509403959782229	0.014944446930924	-0.000654026118585203	0.00258059125252972
CNOT1_A5YKK6	-0.0002220842624746	-0.000745577106579143	0.000149415240690297	0.00301040196963382	0.000408717993195509	-0.000441011245859702	0.00365830069850215	-0.00323831280779972	-0.000543861053747572	-0.015900550026719
ARHGEF35_A5YM69	-0.00159196189696127	-0.020325642494434	-0.0235161413566213	-0.0104096723134868	0.00157136031772589	0.0108779361067214	0.000585494786796801	0.0121133870882603	0.00411210482716056	0.0052247355691134
MAP1LC3A_Q9H492	-0.0428606417845808	0.0123015349170548	-0.000889241145370015	-0.0127917169582829	-0.00983801957381015	-0.00518793801507331	0.00607823683639253	0.00086068445346872	0.00383047780648274	-0.00785143733382647
C2orf72_A6NCS6	0.00287352385339187	0.000426142184371138	-0.00122320566485683	-0.00341231890845374	-0.006714333853327	0.010582840458492	0.00193514416121764	0.0121797985841605	0.00519952963376274	0.00504131157206938
PGP_A6NDG6	-0.0122618358651841	-0.00560930987947568	-0.00935407322951603	0.00864077265520595	-0.00547656324971646	-0.00507572418740775	0.00371232972586675	-0.00554310725780356	0.00125467285690466	0.00545369621020134
C5orf51_A6NDU8	-0.00516422357635105	-0.00933423370346428	-0.0159459274247622	-9.83827448166977e-05	0.00259103054756498	-0.00653413460808415	0.00339958899623599	0.0104369177314817	-0.00559519778969876	0.000144450891121453
RCCD1_A6NED2	0.00791355496643584	0.00319049684406529	-0.0207712208557436	0.00726250574015441	-0.00108391358938187	-0.0336397266931552	-0.00053489494377346	-0.0450224421646352	0.030242296024984	0.00990015531595644
ZNF316_A6NFI3	0.017931543895775	0.00484319404235172	0.0270287972526468	0.00626250194232249	0.00468507046921223	0.0136300176242801	-0.0127998330128611	-0.0101507347781216	0.00389061001020784	0.00806836521911009
FBLL1_A6NHQ2	-0.000142039311839578	-0.00253331948797859	0.00729334199931136	0.00273156236467365	0.00820600693863882	0.000708771614914922	0.00497382652802167	0.00608521268448947	-0.00319793469623394	-0.0106519281527826
SMCHD1_A6NHR9	0.00485099745001804	-0.00423506086814114	-0.00317924938949146	0.00692333104526704	-0.000159270034773204	0.00562535190465512	0.00304765019863776	-0.00472717695689982	-0.00402900228103056	-0.0263871100164346
ARHGAP42_A6NI28	-0.000159188480576809	-0.0026453148581508	0.00228169435717944	-0.012000442438926	-0.0045123488633892	-0.00366265308654463	0.00511777495572351	0.00233898928569775	-0.000683946080495817	-0.00823304448008046
CCDC69_A6NI79	0.00874097534943728	-0.0108315709848676	-0.000330557417779601	-0.023432542428066	0.00202858579424947	-0.00539336841896639	-0.0101096820167835	0.0064741622182998	-0.00163056350155224	0.010190477560154
UNC119B_A6NIH7	0.00451826444376886	0.00273823256891583	-0.0205479658255281	0.00175358333052578	0.00398401162389038	0.00803733592983182	0.00717054261200016	0.0228506891652065	0.0200380588916873	0.0125965903266561
LRRC10B_A6NIK2	-0.0308773134350964	-0.00265910532103531	0.0151387902507432	-0.00302401733415013	0.0123857274497006	-0.0012546611847439	-0.00477133050708407	0.00411187501896031	-0.0083543747697317	0.0109184260603413
METTL15_A6NJ78	0.0112672899642752	-0.0143512717951094	-0.0050409266911807	-0.00336542531172775	0.00701736611283237	-0.00535274600246126	0.00565570656427511	0.00330980285363763	-0.00458611376951386	-0.00550022268493212
LIPT2_A6NK58	0.00163602915566874	-0.0171505728324449	-0.0104811736513746	-0.017184035957261	0.0067117561472891	0.0132070929682538	0.00536674221802892	0.000277329322036309	0.00131344435280596	0.0023293796668909
CCDC85C_A6NKD9	0.00096962492587824	-0.00544345198909943	-0.0121720635347595	0.00456676077088793	-0.00609841716181144	0.00260545213932662	0.00608921825325314	-0.00709346913597809	-0.00583791775368023	0.00831250268360989
SAC3D1_A6NKF1	3.22283906901315e-05	-0.00498219674167447	-0.00489639988314401	-0.000310180697687764	0.00395888356259439	-0.000632135971416209	-0.00300281333002108	-0.00721408077875471	-0.00853365923421487	0.00283647930277435
RGPD4_Q7Z3J3	0.0199149602363811	-0.00186984939212895	-0.0193158497078113	0.0175103332174358	-0.00651964959928114	-0.00373568863334474	0.0278437718343945	-0.0196839063957665	0.0177452948034518	-0.00596052220558537
LRRIQ3_A6PVS8	0.0101496094500583	-0.00709269395333283	0.00613288415975515	-0.00544381607611837	0.00624696145139416	0.00269336512817904	-0.00698235894346731	-0.0120684256591215	-0.00155268733054832	0.0104984907847979
ZSWIM8_A7E2V4	-0.0124301218790966	-0.00196015003445109	0.00583798107921646	-0.00178808073867199	-0.0029764569504591	-0.0143638546767586	-0.00517344956157839	-0.00512372990636108	-0.00574231546624496	0.0108703711768751
ARHGAP32_A7KAX9	0.00275235194220434	-0.0127492607229392	-0.0148489817070077	-0.00516501264017978	0.0334526391846142	-0.0172654034285766	0.0131744529869878	-0.00598190156727742	0.0114841794030961	-0.0140116954791276
DISP2_A7MBM2	0.0209459390422312	-0.0145797008004038	0.0234119282033029	-0.0180291988811806	0.00990485231657732	-0.0176668886216045	-0.00535430213481069	0.00524460807015831	0.0210143887825333	-0.00382268912776644
CYSRT1_A8MQ03	-0.000982802747732709	-0.0136076589005849	-0.00236361866620352	-0.00867370046384656	0.000454730621510915	-0.0123794622516962	0.0100404567555113	-0.00140246278037208	0.00583696155993633	0.0103017202623523
SNRPG_P62308	0.0187463209785258	-0.0106664631918728	-0.00343296942542107	0.000525259176698594	0.0100788131568771	-0.00341214129653433	-0.00885897607025963	-0.000611952322383092	-0.00166912461103173	-9.07691870656607e-05
NUDT19_A8MXV4	0.00569726711244048	0.0039936369377594	0.0046472032427667	-0.00713490457064843	-0.000765158159137642	0.000381706763268794	8.29365382545146e-05	0.000852547270618525	-0.00553330784425838	0.0159012610715213
MIF4GD_A9UHW6	-0.0113965792600721	-0.0145022246979701	0.00674487234300625	0.00674570265043688	-0.00631482840320422	0.00740455614300739	0.000625015690210336	0.0011779113445543	-0.00562793040091472	-0.00496109342780335
HACD1_B0YJ81	-0.00590108594834274	2.54872549788143e-05	-0.00121615589740547	-0.00145544398758999	-0.00478855444315652	-0.00157141162635412	0.00516028889915647	-0.00519454639953007	-0.0076852734524999	0.00822274130543518
HMGB2_P26583	-0.00598624978091521	-0.00861546624507956	0.0114702423391415	0.00466521942075078	0.0141315286090986	-0.00188687873628892	-0.0022498878892053	0.0141966028119812	-0.00694001131245855	-0.00524214160616131
GPR89B_P0CG08	0.00225019985404726	-0.0036584918913487	0.00500934738650365	0.00340768377531259	0.0132806956822279	-0.00177869007955493	0.00574698819954161	0.00248011817565053	0.00175284736038895	-0.00816403217501561
WASH3P_C4AMC7	-0.0140622523485096	-0.00312985820452447	-0.00913746288309511	0.00515644449071055	-0.00447065411865551	0.00226455598287073	0.00382157759260395	-0.0117574476705463	0.00607535957607164	-0.0105385199734259
TMEM238_C9JI98	0.00235579346642401	-0.0124696353808833	0.0016515297048731	-0.000523003211253098	-0.000251308983819418	0.00605209853700016	-0.0124802598607357	-0.0179942024707604	0.0114974055525696	0.0103835819091113
FAM195B_C9JLW8	-0.0021659674698713	0.00176676501448125	0.00349204640053641	-3.15173219102652e-05	0.00777427782400197	0.0047435431789771	0.00349900395583231	0.00136891528333484	-0.0219206644968158	0.003246618189728
NACA_Q13765	0.00166899447797707	-0.00227859221799631	-0.00464264936923521	0.00572579673070729	-0.00178254509878967	-0.00548628135549943	-0.00774184706090338	-0.000452941103317128	0.00680176110479175	-0.00274484959273082
NDUFC2-KCTD14_E9PQ53	0.00538266113830426	0.00420060320494065	0.00973081632154405	-0.00766873273392119	-0.00957710981641721	-0.000709342020903539	-0.0103787617623691	0.00368264756988408	-4.88928294303824e-05	-0.0028299227650464
C11orf98_E9PRG8	-0.00848454921662125	-0.000652320116448336	-0.0080956210764953	0.0080512538371894	0.00580181576452668	0.00417313741741726	-0.00746093415979262	-0.0032814769311047	0.00727662766770478	6.78991317280927e-06
CNKSR3_G9CGD6	0.00189466357621561	0.00822379372126993	0.00526518963094916	-0.00804759877367233	-0.00281582820738668	-0.00254832932237772	0.0111151990143563	-0.00516082555451292	-0.00502167712286214	-0.00799444759447952
SLC35A4_L0R6Q1	0.00523682833937609	0.000578712834434828	0.00764286284139705	-0.00864393139814698	-0.000735913910298076	0.00473700829773149	-0.0031346934692384	0.00412308057919393	-0.00365452684786677	0.00522453878258869
SMCR7L_L0R8F8	0.00664318099178992	-0.000302905314825432	0.00228592462242878	-0.0106275173185103	0.00356891625077519	-0.00380455457102086	-0.0102571617908581	0.00481869048596634	0.00145974723527579	-0.000201230392396241
DNASE2_O00115	0.00534017687961087	0.00871633513970967	0.00455430023383547	-0.000384933328480352	-0.00886467626199928	-0.00638160177335028	-0.000146678906883482	0.00243777086876511	0.0015044674782641	-8.73318551385072e-05
AGPS_O00116	0.00434451102095302	-0.00112331509268083	0.00353254309665897	-0.0039628738040551	0.000727033407906712	-0.00125029532006842	0.00247094337087432	0.00116995520811938	-0.00135210979259368	-0.0214229190053793
UBXN8_O00124	0.00310627204846606	-0.0129844982853282	-0.00455911730515091	-0.0171804691843659	-0.00581040043683301	0.00991428141720794	0.00378745485994716	-0.0135996196177272	-0.00246804457791066	0.0133353303781658
KIF2A_O00139	-0.00168955714743061	-5.20527714751381e-05	-0.000927407337652865	0.00257052013126352	0.00349517473035063	-0.00183178427941665	-0.000377360529344559	-0.00678681814664095	0.000530301019534997	-0.00527963966185172
TK2_O00142	0.00542865314359745	-0.000685897633340899	0.00639240746200999	-0.0171619059089907	0.00616505268000926	-0.00372920077170148	-0.00200213241734458	0.00810656955853496	-0.00764846468533264	-0.0135825295133818
DDX39A_O00148	-0.0104127909902914	-5.15928460398632e-05	0.00644999819882386	-0.00699208276956928	-0.00213334971436559	-0.00307263815148442	-0.00330249839075918	0.00582996394661877	-0.00175204867821063	0.0212583369555133
PDLIM1_O00151	0.00197180773198714	0.012270195511264	-0.0107527750696781	0.00667892404156378	-0.00625690403697145	0.00619805424607636	0.00054458163991224	-0.00196496263385272	0.00232727559706122	0.0213209952541214
ACOT7_O00154	-0.00738384375455935	-0.000544739924860052	-0.0132814128237281	0.00376674013603997	-0.00140420516836375	-0.00902913636884763	0.00289288271224648	-0.00305680916828351	0.00779941351012897	-0.00530325091269493
MYO1C_O00159	0.00764145913288676	-0.000641985280489319	-0.00483198091174467	-0.00176229475475921	0.00251722290875212	0.00545271245115827	0.00471686911270541	-0.000604193977453385	-0.00382356280183559	0.0266196114314475
SNAP23_O00161	0.000951960824869683	-0.000775936913081561	0.00979458006493256	-0.00810049506252082	4.51372086082879e-05	-0.00264340694964055	-0.00282766387260221	0.00518318505893923	0.00809150153221337	0.0128919893661225
HAX1_O00165	0.0128517129890446	-0.00576555882652483	0.0022304123185534	-0.0031103072571339	-0.000129253395285989	-0.00358613902022822	0.00837650698193702	-0.00325736305205531	0.00797210673908933	0.0101493325768432
AIP_O00170	-0.0144245408599085	0.00156993075382598	-0.0134561437629977	0.0014841360703227	-0.0080371378614671	0.00354462846567145	0.00113193118114284	-0.00952382694698027	-0.00173889006928114	-0.00498215079235747
GTPBP1_O00178	-0.0080169716647932	-0.00359227507052206	0.0020895979073552	0.00159690670314205	-0.0023393703427404	-0.000295974356417368	-0.00580087525500506	-0.0010225030103518	-0.00447181851325097	-0.0210521986860114
LGALS9_O00182	0.00686838116576134	-0.00102728405956298	0.00339439942125675	-0.00397245886417096	0.00278470035816747	0.00161060398466571	-0.00656608941129669	-0.00411551902398433	0.00775550182895074	-0.0162792703153684
STXBP3_O00186	0.00517310139749366	-0.00187536373656571	-0.00259424407383861	-0.00421592361407146	0.00122830414089372	0.00253701473756156	-0.00353576567366672	0.00441229867212582	2.24637535731255e-05	-0.0161019253181391
AP4M1_O00189	-0.00158783164190377	-0.000840608621232135	-0.0146068699052908	-0.000428974091343221	-0.0245650205209103	-0.00234929890321438	0.0127778770867533	-0.0143982879573128	0.00486452203146538	0.0106527747319424
ARVCF_O00192	-0.00919613824966405	-0.0059252117486311	-0.02195589948538	0.000356038106299924	-0.0138941363431634	0.00920124411496792	-0.0131048935287524	0.00176753384026144	-0.00064299249855804	0.0109421015219333
SMAP_O00193	0.0247626801595445	-0.0174089842531173	0.00724695839689094	-0.00193853601850052	0.00456327124011979	-0.0142462791636442	0.00923365088471456	-0.00339405721706724	0.0143614388246223	0.00168964156454255
RAB27B_O00194	-0.00058093147582418	-0.00096906322512928	0.00495817402719646	-0.00619623599912035	-0.00871850639005124	0.00586212439337456	-0.0045539693830958	-0.000800642989144913	0.00192725456294409	-0.000106787464419239
AP3B1_O00203	-0.00552699389866155	-4.35958101058633e-05	0.000433880969526636	0.00313452427119956	-0.0019448063224137	-0.000885322124501723	-0.00128364088670441	-0.00237442647729219	-0.00229252280671939	0.0214023674190204
RHOD_O00212	-0.000610947518325585	-2.711885812336e-05	0.00375916849062091	-0.0129015548278088	0.00488483035047201	-0.00439090002364739	-0.00977329771609607	0.00621993962172878	-0.00581214048191171	0.0132693901672366
LGALS8_O00214	0.00384260022292458	-0.000179348831236709	0.00581310582834613	-0.0073767461907412	0.000931233275414155	-0.00523116399837515	-0.00480380856221941	-0.00335530342294084	0.00480381623249185	-0.000257506009019362
NDUFS8_O00217	-0.00791321192511024	3.07355598801873e-05	0.00992469225943064	-0.0204235917137846	-7.61340895461595e-05	0.00106335099447473	0.0112126296126952	0.00212256293759249	-0.0167937859226431	0.0160372800695297
TNFRSF10A_O00220	-0.00808879842513535	-0.00119716996859611	0.0112958014100953	-0.00977912174901409	0.00236030198048757	-0.00220261716923151	-0.00649481068624097	-0.0010129308180102	-0.000141936637088004	-0.00278653705227214
NFKBIE_O00221	-0.0154002361663968	0.00831213637335758	-0.000100877890481647	0.00449625701959824	-0.00322704526007279	0.00303590520383987	-0.00350742083853336	-0.000640854676602778	0.0026644002583217	-0.00503640764763716
PSMD11_O00231	-0.00575417235280501	0.00259330245088345	-0.000399466686795286	0.00676787807174718	-0.00527941976936454	0.00211537240816918	-0.00351016341987654	-0.00316150387313454	-0.00389739335846953	-0.020988395156314
PSMD12_O00232	-0.00425130248875101	0.00163718274149829	-0.00109576043005779	0.00368098290342894	-0.00206063114807366	9.56465681870374e-06	-0.00144705682367038	-0.001654495732908	-0.001606001954513	0.0214197310310906
PSMD9_O00233	-0.0154301760762647	0.00156910765684239	-0.0042642202806679	0.00654124391792995	-0.00259898716297375	-0.00420961582647738	0.0025942347449516	-0.000823810012767689	0.00394800360266533	-0.0210655746377864
ATOX1_O00244	-0.0334388738067245	0.000900802371345075	0.0104723176074531	0.0027069451324888	-0.0150481105144601	-0.00437293878331961	0.00665139372288816	0.00190841405440755	0.00635502600085459	-0.0104554259324761
MEN1_O00255	0.0100556494874765	-0.00529414449734211	-0.00557537853283451	0.00175961620848487	-0.00315444910098104	0.00180206115499807	-0.00293622121010236	0.0013362333583382	0.000105711552637747	0.00533802332662264
CBX4_O00257	0.0240023999126146	0.0152273210547838	-0.00205072561019756	0.00749626554827282	0.0017942815272571	0.00228583919109867	0.000859795388751724	-0.0162911106827393	-0.00553444433327349	0.013555030234775
PGRMC1_O00264	0.00661822026851072	0.000116836287754811	0.00491616783475226	-0.00786803949511022	-0.000372866017323088	0.000497756314590885	0.00120156938008389	0.0027445021563833	-0.00340880355359641	-0.00010420218712511
SUPT5H_O00267	0.00628693069748338	-0.00444144335511352	-0.0026274107163532	0.00559586377184287	-0.000676064232671479	0.00178947434129991	0.00310798516483684	0.000360224110037502	0.00436813092173049	-0.0054347359898134
TAF4_O00268	0.00584544126320362	-0.00202076431677988	-0.00436458765681735	-0.00272551405758376	0.00575292634893845	0.00260643588248405	0.00343210694894699	0.00324067399400622	-0.000662827947318343	-0.00540009903400686
DFFA_O00273	0.00123500925304229	-0.00390721169432133	-0.00348955931268374	-0.0010695096056894	-0.0021979998142286	-0.0053502685651716	0.00367026109818919	-0.00131039116120529	0.00345968376406305	-0.0161321415080226
HIP1_O00291	0.0133661577319868	-0.0027097301523626	0.00140861634428791	-0.00195489510214655	-0.00536124333735044	0.00409771470904688	-0.00622860648857345	-0.000510901391524531	0.0010137511569704	0.00510038028494196
CLIC1_O00299	-0.0125180668184906	-0.00275556627165116	-0.000637327275534501	0.0023579577125333	0.00104166062105872	-0.00326931384005854	-0.0035020753904209	-0.000349946194389852	0.00238716263536796	-0.0264606099998918
EIF3F_O00303	-0.00593861578452534	0.00331565636463689	0.00266452902289447	0.00468788801866921	0.00381096097429719	-0.000217335062457073	-0.00145570385824032	-0.000150716736177013	-0.00601476611176557	-0.0103363371676071
WWP2_O00308	-0.0103538866586128	0.000780590221905489	-0.00175582417193782	-0.00577750856350156	-0.001426247525532	-0.00114589885949911	-0.000899051611201623	0.00534136217705919	-0.00206679546447162	-0.0158783198061243
PDHX_O00330	0.00922347332575988	0.00282615459360289	-0.00360007972966906	-0.00808578313181473	0.000160624610783775	-0.00459385930553476	0.00472690535710687	-0.00321719366642304	-0.000830981304587775	-0.0107975294803296
MATN2_O00339	0.00736952973293324	0.026321902133701	-0.00734196157950136	-0.00194135797350245	0.00760188835365638	-0.00550080776299156	0.00171297893642346	0.0051451830470271	0.00294573274296905	-0.0108450913487765
QSOX1_O00391	-0.0118325047720158	0.00066222500319767	0.00353866295353767	-0.00633810794597376	-0.000750506452379506	0.0015436461886486	0.00267727365563273	-0.00199061409893271	0.00106957093127899	5.07109658449942e-05
SLC33A1_O00400	-0.0061365165662698	-0.00434109113764727	-0.0113473687911499	0.0041209149453929	0.00535989567271323	0.00137800182398513	0.0109117882361509	0.00604846573494183	0.0045083579668973	0.00530905809130235
WASL_O00401	-0.0108183028235306	-0.00230032793097513	-0.0139679789091009	-0.00216885306530429	-6.83422371450543e-06	0.000557082304971848	-0.00646104831422538	-0.000388100655864311	0.00278543870796107	-0.00519870972170271
IPO5_O00410	-0.0119614830214973	-0.000788173887020643	-0.00230072234865435	0.00419013257413034	-0.001549016225079	0.000591872630479386	-3.40586015336936e-05	0.000683598750056208	0.0011632256056809	0.000207591792827834
POLRMT_O00411	0.00903120301597532	-0.00392344639208807	0.00269105883952129	-0.00936503653938846	-0.00122376508139561	-0.000672862942082086	-0.00315844330526165	0.00132398920347505	8.89923690821047e-05	-0.016224977527554
EEF2K_O00418	-0.0221609377729143	-0.00220013155804274	-0.0160446098342965	0.00401483410694809	-0.0137765504619432	0.00280445526404263	0.00894003374370189	-0.0015870128548471	0.00750005176467421	0.0134413539272612
CCRL2_O00421	0.00577429888182989	-0.000822537927551177	-0.00461239117848076	-0.00935211087395715	-0.000809216717949853	-0.00745258611990121	0.0159975171121222	-0.00507866453669407	0.00442714746590365	0.00765323759796268
SAP18_O00422	0.0151268204978012	-0.0113383629497102	-0.0043482252906336	0.0081481756442096	0.00347851641655592	0.00817620999714498	-0.0103181816615893	0.00545715768163533	0.000899616202508025	0.0105548565590201
IGF2BP3_O00425	-0.000980402686383214	-0.00847090370905848	-0.0121610607700143	0.00351022683762438	-0.00333784281291983	0.00424718407387972	-0.0038505516714782	0.00259039706628411	0.00734510010393483	-0.016075123622076
DNM1L_O00429	-0.0125616519203465	-0.000211517658268233	-0.005305713322125	0.00753172644858876	-0.00196279779580061	-0.00104162099690222	0.00196741390217075	-0.00380367070762133	0.00262621414243849	-0.00523561504097488
RTCA_O00442	-0.0176110310060858	-0.000359805506919618	-0.00621337131875893	0.0218624753664653	0.00255275099106638	0.00225922624078287	0.0050601660402495	-0.00415424086021987	0.00244026336090205	-0.0103566049581933
PIK3C2A_O00443	0.00399673989765004	-0.00504021131020562	-0.00145522259272276	-0.00514070019073842	0.00277721745001043	-0.00078400227013425	-1.50314453724176e-05	-0.00313698778430477	-0.00219296767425165	0.0264967109833695
PIK3R2_O00459	-0.0102218199136297	-0.00148403195868816	-0.0110422304717703	0.0111881339704912	-0.00468855169106227	-0.000668068636076547	0.00396745811027179	-0.0102461623417048	-0.00219710323054279	-0.00768711567739533
GOLIM4_O00461	0.0132622087802814	-0.00891720137884944	0.0116274935207621	-0.00535526495913405	0.00194302996905544	-0.00545253109931574	4.71399541905294e-05	0.00397916787656624	-0.00176864309104159	0.0156201479428125
AGRN_O00468	-0.00876929993168131	0.00252587948397396	-0.00562029894430448	0.000269092028923013	-0.00235330656423937	-0.00364186189427534	0.00773146269410643	-0.00192433908569134	0.00703055371358597	-0.0106427539898047
PLOD2_O00469	0.0202452008275177	-0.00511114039999945	0.0100091080271155	-0.00598678602958722	0.00104553235772393	0.00590059452823374	-0.00282927588802157	0.00421841214767087	-0.00675989941031946	-0.0213657025094558
EXOC5_O00471	-0.00328270150384916	0.000775108920031388	-0.00816395540745449	-0.000704925739093091	3.93239022443002e-05	0.00134197137958957	-0.00438985488747588	-0.00488444675572597	0.00325422163380332	-0.00528234266354983
BTN3A3_O00478	0.0132934789532148	0.000331682982075602	0.00551278936873945	-0.00209566785854655	-0.00279408842620301	-0.00145958582795804	-0.00383133042880124	0.00108055937030033	-0.00100755967325245	0.0105410020941833
BTN3A1_O00481	0.00607138335256559	-0.00400325469015364	0.00564980530341771	-0.00789625842616845	-0.00137103257572281	-0.00719756339138031	-0.00328041077130441	0.0037653114377553	-0.000866758421189035	-0.0109204777348008
NDUFA4_O00483	-0.0210326420416721	0.0103886058539452	0.00541487848764158	-0.0016243388868718	-0.00403080667180559	0.0015230854949963	0.00641996683491025	0.000657206667739314	-0.000215599860127281	0.0267951577280389
ZNF593_O00488	-0.00282965957122885	0.012540535188047	-0.0203936158255965	-0.000210775876759006	-0.00321933143489983	-0.0036694283284271	0.00207039256306329	0.00928450294791665	0.00395753263228718	0.00801222239340683
BIN1_O00499	-0.0169067708473378	0.00355483866746163	-0.00280210091339347	0.00744046582464058	-0.00744074835001935	0.0049099753601146	-0.00698130386505189	0.00357914856687218	-0.00399054739749866	-0.0101658508646102
KPNA3_O00505	-0.0097417325170172	0.00299075385470968	0.000279798119080556	-0.00162239908842067	0.0061707480132934	-0.0116396225996645	-0.00052872502105144	0.0107478133173717	0.00909551607380328	0.0104452338000632
STK25_O00506	-0.00567932145757692	-0.00160366874020135	0.00230769185635659	0.00662008554901741	0.0061938162659143	0.00517092141439242	0.00626330713191764	-0.00401498391727065	-0.00315705276034311	0.000178333346073235
FAAH_O00519	0.00144661780797035	0.00314641218305877	0.00328054313399579	0.00277183836906371	-0.00336080339848956	-0.00147198678660448	-5.82392569197493e-05	-0.00483713550716444	0.00477392927570993	0.0105840592430825
KRIT1_O00522	0.00928812162491419	-0.00192625339497117	0.00226810916488766	0.00325640873342512	-0.00917050526844322	0.00316888869500096	-0.00584743097314262	-0.00198480515028415	-0.00198694099894553	0.0053869627780866
