feature_identifier	mz	mummichogID_hsa_biocyc
Row.1420_.	517.869931221722	CPD-13017,CPD-13019,CPD-13020
Row.1421_.	258.874455199081	
Row.1422_.	914.869225289932	
Row.1423_.	566.55812565704	
Row.1425_.	598.741597094594	
Row.1426_.	524.86947426891	
Row.1427_.	400.802475691117	
Row.1428_.	595.905943258194	
Row.1431_.	805.325268956322	
Row.1434_.	567.228288142518	
Row.1435_.	707.79763747382	
Row.1436_.	452.823319470661	
Row.1437_.	264.125552590577	
Row.1438_.	700.298621632464	
Row.1439_.	491.847591010009	
Row.1440_.	552.210490649751	
Row.1441_.	511.855212319378	
Row.1442_.	467.139854746281	
Row.1445_.	394.847396377466	
Row.1446_.	690.26800551372	
Row.1447_.	548.548856225992	
Row.1451_.	583.557196500441	
Row.1454_.	94.9243616223128	HSCN
Row.1456_.	424.63166088077	
Row.1460_.	238.901636252633	
Row.1461_.	118.94144029164	
Row.1462_.	623.260348551237	
Row.1463_.	113.060163840994	TRANS-2-HEXENAL
Row.1464_.	532.746834253717	
Row.1465_.	506.85328481834	
Row.1466_.	511.526759923477	
Row.1467_.	668.782025179955	
Row.1471_.	527.818555356425	
Row.1472_.	601.574151912054	
Row.1473_.	500.862340048417	
Row.1474_.	800.312324176439	
Row.1476_.	654.934270198208	
Row.1478_.	440.824895689293	
Row.1479_.	483.507416459089	
Row.1480_.	464.829532369986	
Row.1483_.	450.49519934594	
Row.1485_.	716.781584475893	
Row.1486_.	666.749445270559	
Row.1489_.	526.531502318942	
Row.1490_.	535.208572200659	
Row.1491_.	470.84710227007	
Row.1492_.	562.72780214469	
Row.1493_.	71.0130577404383	
Row.1494_.	754.838503838597	
Row.1495_.	582.585443236665	
