PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
ARPC3_O15145	0.000644528788697961	0.00659918451915969	-0.00288071363308454	-0.00112207176675169	-0.00584178196927626	0.0062110509542497	0.00395673753681478	-0.00428961712398329	-0.0113610557715266	0.0117889419917609
TRIM24_O15164	-0.000447218868886864	3.16646171877188e-05	0.011167735298461	0.00255417697956778	0.0328558218990449	0.0127682706857965	0.0142443134455145	0.0116871331347031	0.00413670227564131	-0.00108570742478641
TRIM24_O15164.1	-0.00132075760402215	0.00694653345859669	0.000634006013232463	0.0082904424640174	0.0102604009077361	0.00515940464688825	0.00919514044789846	-0.00137571607192155	-0.000394596615077157	0.0024886920276204
TRIM24_O15164.2	-0.00155540722466715	0.0143910288179686	-0.0081554488283897	0.016039182810379	0.0254562766129235	0.00443607190392638	0.00614642543742005	0.00494145325873154	0.000934328511924221	-0.00336513951256466
TRIM24_O15164.3	-0.00256010165961527	0.00743063513368898	-0.00249441021384365	-0.0064219688206704	-0.00597144825312906	-0.00136693179248404	0.000794538388858344	-0.0104871784566518	-0.00639958478495839	-0.00586006002983331
TRIM24_O15164.4	0.000286020210679088	0.00461821709347037	0.00229352291275002	0.00266014395683579	9.27559896922191e-05	0.000374376258683658	0.0153613022985155	-0.0050763508284326	-0.00192090393803291	-0.012674051609881
PGRMC2_O15173	-0.00771644785381059	0.0442132366051215	0.0254681554469564	0.0157605992796103	0.0137473907677853	-0.0252407603883916	-0.00110155851167982	-0.00535614757412613	0.000308186438785366	-0.00425557068547396
PGRMC2_O15173.1	-0.0013183631321208	0.00524456024736613	0.00257689788395554	-0.0045210162849632	-0.000323272709659001	-0.000638463915962578	0.00198576501215121	-0.0024597647874341	0.00366856121639417	0.014932424520119
RGL2_O15211	-8.381497381817e-05	9.76406699092372e-05	-0.00481719191846292	-0.00550823891034366	-0.0103666721292653	-0.00726794236714975	0.00370973919785707	0.00924370382105857	0.00889832756011076	-0.00843943542513836
ZNF185_O15231	-0.000863418359801965	0.00385752725869754	-0.00245230116678082	-0.00579519857488079	-0.000316265587146616	-0.00177605106506325	-0.010144346803003	0.010985111527875	0.00199619139598612	-0.0110666866324538
ZNF185_O15231.1	0.0014120061262105	0.00555750255575306	0.00641082005085024	0.00839654591306391	0.00605046754134536	0.00761771230421363	0.000325233401233847	0.00783225997476741	-0.00185459337580905	0.00855598817946944
ZNF185_O15231.2	0.00156693237735414	-0.00767242253413505	-0.00349650025352211	-0.00284222169610062	0.00616230914403527	-0.00610842468125513	-0.00158221581449309	-0.00287699854686936	0.00178455270216709	0.0062943899410767
ZNF185_O15231.3	0.006690180682288	-0.0124176456714537	-0.0266869253410284	0.00278171302065669	-0.0605322256377503	-0.0217625039774124	0.037892962758794	-0.0164874634599844	-0.0691409884883541	-0.00132201301104406
