Metabolite	feature_identifier	Edge_Type	Display_Name
HMDB0031562	Row.940_79023	mz_met	mz251.1251
HMDB0032490	Row.940_79023	mz_met	mz251.1251
HMDB0033568	Row.940_79023	mz_met	mz251.1251
HMDB0039581	Row.940_79023	mz_met	mz251.1251
HMDB0040328	Row.940_79023	mz_met	mz251.1251
HMDB0060476	Row.940_79023	mz_met	mz251.1251
HMDB0061929	Row.940_79023	mz_met	mz251.1251
HMDB0031041	Row.897_143598	mz_met	mz244.206
HMDB0035707	Row.897_143598	mz_met	mz244.206
HMDB0036416	Row.897_143598	mz_met	mz244.206
HMDB0036796	Row.897_143598	mz_met	mz244.206
HMDB0038125	Row.897_143598	mz_met	mz244.206
HMDB0059676	Row.897_143598	mz_met	mz244.206
HMDB0059857	Row.897_143598	mz_met	mz244.206
HMDB0059878	Row.897_143598	mz_met	mz244.206
HMDB0059910	Row.897_143598	mz_met	mz244.206
HMDB0061837	Row.897_143598	mz_met	mz244.206
HMDB0061838	Row.897_143598	mz_met	mz244.206
HMDB0037822	Row.1321_4036	mz_met	mz302.8289
HMDB0029773	Row.1007_26471	mz_met	mz301.1519
HMDB0035520	Row.1007_26471	mz_met	mz301.1519
HMDB0038923	Row.1007_26471	mz_met	mz301.1519
HMDB0013243	Row.1007_26471	mz_met	mz301.1519
HMDB0028914	Row.1007_26471	mz_met	mz301.1519
HMDB0028998	Row.1007_26471	mz_met	mz301.1519
HMDB0062483	Row.1007_26471	mz_met	mz301.1519
HMDB0012881	Row.1007_26471	mz_met	mz301.1519
HMDB0014524	Row.1007_26471	mz_met	mz301.1519
HMDB0014692	Row.1007_26471	mz_met	mz301.1519
HMDB0028865	Row.1007_26471	mz_met	mz301.1519
HMDB0028886	Row.1007_26471	mz_met	mz301.1519
HMDB0028798	Row.1007_26471	mz_met	mz301.1519
HMDB0028861	Row.1007_26471	mz_met	mz301.1519
HMDB0028877	Row.1007_26471	mz_met	mz301.1519
HMDB0029150	Row.1007_26471	mz_met	mz301.1519
HMDB0038516	Row.1007_26471	mz_met	mz301.1519
HMDB0014567	Row.1007_26471	mz_met	mz301.1519
HMDB0003764	Row.1007_26471	mz_met	mz301.1519
HMDB0006248	Row.1007_26471	mz_met	mz301.1519
HMDB0028686	Row.1007_26471	mz_met	mz301.1519
HMDB0028872	Row.1007_26471	mz_met	mz301.1519
HMDB0029040	Row.1007_26471	mz_met	mz301.1519
HMDB0036301	Row.1007_26471	mz_met	mz301.1519
HMDB0038447	Row.1007_26471	mz_met	mz301.1519
HMDB0000172	Row.1007_26471	mz_met	mz301.1519
HMDB0000557	Row.1007_26471	mz_met	mz301.1519
HMDB0000687	Row.1007_26471	mz_met	mz301.1519
HMDB0001645	Row.1007_26471	mz_met	mz301.1519
HMDB0001901	Row.1007_26471	mz_met	mz301.1519
HMDB0003640	Row.1007_26471	mz_met	mz301.1519
HMDB0013773	Row.1007_26471	mz_met	mz301.1519
HMDB0029168	Row.1007_26471	mz_met	mz301.1519
HMDB0033923	Row.1007_26471	mz_met	mz301.1519

HMDB0036382	Row.1007_26471	mz_met	mz301.1519
HMDB0060650	Row.1007_26471	mz_met	mz301.1519
HMDB0061716	Row.1007_26471	mz_met	mz301.1519
HMDB0062203	Row.1007_26471	mz_met	mz301.1519
HMDB0034333	Row.1948_110712	mz_met	mz571.2676
HMDB0035310	Row.1948_110712	mz_met	mz571.2676
HMDB0035985	Row.1948_110712	mz_met	mz571.2676
HMDB0036309	Row.1948_110712	mz_met	mz571.2676
HMDB0006888	Row.1948_110712	mz_met	mz571.2676
HMDB0035860	Row.1948_110712	mz_met	mz571.2676
HMDB0039364	Row.1948_110712	mz_met	mz571.2676
HMDB0015692	Row.1948_110712	mz_met	mz571.2676
HMDB0002171	Row.1948_110712	mz_met	mz571.2676
HMDB0030104	Row.1948_110712	mz_met	mz571.2676
HMDB0030137	Row.1948_110712	mz_met	mz571.2676
HMDB0031902	Row.1948_110712	mz_met	mz571.2676
HMDB0033229	Row.1948_110712	mz_met	mz571.2676
HMDB0033660	Row.1948_110712	mz_met	mz571.2676
HMDB0034696	Row.1948_110712	mz_met	mz571.2676
HMDB0035210	Row.1948_110712	mz_met	mz571.2676
HMDB0035644	Row.1948_110712	mz_met	mz571.2676
HMDB0035647	Row.1948_110712	mz_met	mz571.2676
HMDB0035740	Row.1948_110712	mz_met	mz571.2676
HMDB0036038	Row.1948_110712	mz_met	mz571.2676
HMDB0036039	Row.1948_110712	mz_met	mz571.2676
HMDB0036151	Row.1948_110712	mz_met	mz571.2676
HMDB0036152	Row.1948_110712	mz_met	mz571.2676
HMDB0037005	Row.1948_110712	mz_met	mz571.2676
HMDB0037059	Row.1948_110712	mz_met	mz571.2676
HMDB0037070	Row.1948_110712	mz_met	mz571.2676
HMDB0038148	Row.1948_110712	mz_met	mz571.2676
HMDB0038476	Row.1948_110712	mz_met	mz571.2676
HMDB0039516	Row.1948_110712	mz_met	mz571.2676
HMDB0040905	Row.1948_110712	mz_met	mz571.2676
HMDB0041425	Row.1948_110712	mz_met	mz571.2676
HMDB0060569	Row.1948_110712	mz_met	mz571.2676
HMDB0032910	Row.2102_70171	mz_met	mz275.0534
HMDB0037437	Row.2102_70171	mz_met	mz275.0534
HMDB0039332	Row.2102_70171	mz_met	mz275.0534
HMDB0128312	Row.2102_70171	mz_met	mz275.0534
HMDB0127854	Row.2102_70171	mz_met	mz275.0534
HMDB0127855	Row.2102_70171	mz_met	mz275.0534
HMDB0127856	Row.2102_70171	mz_met	mz275.0534
HMDB0127857	Row.2102_70171	mz_met	mz275.0534
HMDB0127858	Row.2102_70171	mz_met	mz275.0534
HMDB0127860	Row.2102_70171	mz_met	mz275.0534
HMDB0127861	Row.2102_70171	mz_met	mz275.0534
HMDB0127862	Row.2102_70171	mz_met	mz275.0534
HMDB0130147	Row.2102_70171	mz_met	mz275.0534
HMDB0130148	Row.2102_70171	mz_met	mz275.0534
HMDB0129589	Row.2102_70171	mz_met	mz275.0534
HMDB0041195	Row.2102_70171	mz_met	mz275.0534
HMDB0061748	Row.2102_70171	mz_met	mz275.0534
HMDB0128660	Row.2102_70171	mz_met	mz275.0534
HMDB0128661	Row.2102_70171	mz_met	mz275.0534
HMDB0128664	Row.2102_70171	mz_met	mz275.0534
HMDB0137274	Row.2102_70171	mz_met	mz275.0534
HMDB0001125	Row.2102_70171	mz_met	mz275.0534
HMDB0015037	Row.2102_70171	mz_met	mz275.0534
HMDB0013674	Row.2102_70171	mz_met	mz275.0534
HMDB0013675	Row.2102_70171	mz_met	mz275.0534
HMDB0029750	Row.2102_70171	mz_met	mz275.0534
HMDB0030776	Row.2102_70171	mz_met	mz275.0534
HMDB0031256	Row.2102_70171	mz_met	mz275.0534
HMDB0032651	Row.2102_70171	mz_met	mz275.0534
HMDB0034355	Row.2102_70171	mz_met	mz275.0534
HMDB0059735	Row.2102_70171	mz_met	mz275.0534
HMDB0124831	Row.2102_70171	mz_met	mz275.0534
HMDB0031191	Row.2102_70171	mz_met	mz275.0534
HMDB0031316	Row.2102_70171	mz_met	mz275.0534

HMDB0032376	Row.2102_70171	mz_met	mz275.0534
HMDB0033856	Row.2102_70171	mz_met	mz275.0534
HMDB0034896	Row.2102_70171	mz_met	mz275.0534
HMDB0035171	Row.2102_70171	mz_met	mz275.0534
HMDB0035244	Row.2102_70171	mz_met	mz275.0534
HMDB0036138	Row.2102_70171	mz_met	mz275.0534
HMDB0037193	Row.2102_70171	mz_met	mz275.0534
HMDB0037474	Row.2102_70171	mz_met	mz275.0534
HMDB0039826	Row.2102_70171	mz_met	mz275.0534
HMDB0041491	Row.2102_70171	mz_met	mz275.0534
HMDB0041558	Row.2102_70171	mz_met	mz275.0534
HMDB0029504	Row.1551_106877	mz_met	mz255.099
HMDB0036189	Row.1551_106877	mz_met	mz255.099
HMDB0036605	Row.1551_106877	mz_met	mz255.099
HMDB0135874	Row.1551_106877	mz_met	mz255.099
HMDB0000888	Row.1551_106877	mz_met	mz255.099
HMDB0037137	Row.1551_106877	mz_met	mz255.099
HMDB0029730	Row.1551_106877	mz_met	mz255.099
HMDB0029731	Row.1551_106877	mz_met	mz255.099
HMDB0029732	Row.1551_106877	mz_met	mz255.099
HMDB0031337	Row.1551_106877	mz_met	mz255.099
HMDB0033155	Row.1551_106877	mz_met	mz255.099
HMDB0034300	Row.1551_106877	mz_met	mz255.099
HMDB0040062	Row.1551_106877	mz_met	mz255.099
HMDB0040096	Row.1551_106877	mz_met	mz255.099
HMDB0031849	Row.1551_106877	mz_met	mz255.099
HMDB0032971	Row.1551_106877	mz_met	mz255.099
HMDB0035248	Row.1551_106877	mz_met	mz255.099
HMDB0035289	Row.1551_106877	mz_met	mz255.099
HMDB0012897	Row.108_93359	mz_met	mz169.0758
HMDB0031851	Row.1444_63140	mz_met	mz281.1838
HMDB0036831	Row.1444_63140	mz_met	mz281.1838
HMDB0012215	Row.1444_63140	mz_met	mz281.1838
HMDB0011127	Row.600_112351	mz_met	mz488.2747
HMDB0030119	Row.600_112351	mz_met	mz488.2747
HMDB0033690	Row.600_112351	mz_met	mz488.2747
HMDB0034057	Row.600_112351	mz_met	mz488.2747
HMDB0034334	Row.600_112351	mz_met	mz488.2747
HMDB0010380	Row.600_112351	mz_met	mz488.2747
HMDB0013845	Row.600_112351	mz_met	mz488.2747
HMDB0030158	Row.600_112351	mz_met	mz488.2747
HMDB0062318	Row.600_112351	mz_met	mz488.2747
HMDB0039558	Row.600_112351	mz_met	mz488.2747
HMDB0039886	Row.600_112351	mz_met	mz488.2747
HMDB0033610	Row.600_112351	mz_met	mz488.2747
HMDB0015168	Row.600_112351	mz_met	mz488.2747
HMDB0129925	Row.1205_103418	mz_met	mz342.1016
HMDB0135396	Row.1205_103418	mz_met	mz342.1016
HMDB0015061	Row.1205_103418	mz_met	mz342.1016
HMDB0240223	Row.1205_103418	mz_met	mz342.1016
HMDB0014376	Row.1205_103418	mz_met	mz342.1016
HMDB0014493	Row.1205_103418	mz_met	mz342.1016
HMDB0132956	Row.1205_103418	mz_met	mz342.1016
HMDB0033139	Row.1205_103418	mz_met	mz342.1016
HMDB0030327	Row.1205_103418	mz_met	mz342.1016
HMDB0012134	Row.1205_103418	mz_met	mz342.1016
HMDB0036204	Row.1205_103418	mz_met	mz342.1016
HMDB0029307	Row.1205_103418	mz_met	mz342.1016
HMDB0030544	Row.1205_103418	mz_met	mz342.1016
HMDB0030545	Row.1205_103418	mz_met	mz342.1016
HMDB0030546	Row.1205_103418	mz_met	mz342.1016
HMDB0033146	Row.1205_103418	mz_met	mz342.1016
HMDB0033255	Row.1205_103418	mz_met	mz342.1016
HMDB0033732	Row.1205_103418	mz_met	mz342.1016
HMDB0033989	Row.1205_103418	mz_met	mz342.1016
HMDB0035208	Row.1205_103418	mz_met	mz342.1016
HMDB0037243	Row.1205_103418	mz_met	mz342.1016
HMDB0037917	Row.1205_103418	mz_met	mz342.1016
HMDB0037918	Row.1205_103418	mz_met	mz342.1016
HMDB0041644	Row.1205_103418	mz_met	mz342.1016
HMDB0124866	Row.1205_103418	mz_met	mz342.1016
HMDB0128580	Row.1205_103418	mz_met	mz342.1016
HMDB0128585	Row.1205_103418	mz_met	mz342.1016
HMDB0128589	Row.1205_103418	mz_met	mz342.1016
HMDB0130366	Row.1205_103418	mz_met	mz342.1016
HMDB0130390	Row.1205_103418	mz_met	mz342.1016
HMDB0130666	Row.1205_103418	mz_met	mz342.1016
HMDB0130893	Row.1205_103418	mz_met	mz342.1016
HMDB0131001	Row.1205_103418	mz_met	mz342.1016
HMDB0131002	Row.1205_103418	mz_met	mz342.1016

HMDB0132851	Row.1205_103418	mz_met	mz342.1016
HMDB0132852	Row.1205_103418	mz_met	mz342.1016
HMDB0133335	Row.1205_103418	mz_met	mz342.1016
HMDB0140452	Row.1205_103418	mz_met	mz342.1016
HMDB0140459	Row.1205_103418	mz_met	mz342.1016
HMDB0140472	Row.1205_103418	mz_met	mz342.1016
HMDB0037115	Row.1205_103418	mz_met	mz342.1016
HMDB0037841	Row.1624_54964	mz_met	mz329.1366
HMDB0035781	Row.1624_54964	mz_met	mz329.1366
HMDB0036487	Row.1624_54964	mz_met	mz329.1366
HMDB0036643	Row.1624_54964	mz_met	mz329.1366
HMDB0134974	Row.1624_54964	mz_met	mz329.1366
HMDB0134975	Row.1624_54964	mz_met	mz329.1366
HMDB0134976	Row.1624_54964	mz_met	mz329.1366
HMDB0134977	Row.1624_54964	mz_met	mz329.1366
HMDB0134979	Row.1624_54964	mz_met	mz329.1366
HMDB0134980	Row.1624_54964	mz_met	mz329.1366
HMDB0134982	Row.1624_54964	mz_met	mz329.1366
HMDB0011685	Row.1624_54964	mz_met	mz329.1366
HMDB0032959	Row.1624_54964	mz_met	mz329.1366
HMDB0033483	Row.1624_54964	mz_met	mz329.1366
HMDB0060405	Row.1624_54964	mz_met	mz329.1366
HMDB0003464	Row.1624_54964	mz_met	mz329.1366
HMDB0034637	Row.133_3740	mz_met	mz434.7379
HMDB0038622	Row.133_3740	mz_met	mz434.7379
HMDB0039290	Row.133_3740	mz_met	mz434.7379
HMDB0130358	Row.1796_36541	mz_met	mz623.2531
HMDB0130359	Row.1796_36541	mz_met	mz623.2531
HMDB0001961	Row.1796_36541	mz_met	mz623.2531
HMDB0004824	Row.1796_36541	mz_met	mz623.2531
HMDB0013938	Row.1796_36541	mz_met	mz623.2531
HMDB0011687	Row.1796_36541	mz_met	mz623.2531
HMDB0033514	Row.1796_36541	mz_met	mz623.2531
HMDB0030442	Row.2479_47360	mz_met	mz421.2406
HMDB0115346	Row.2479_47360	mz_met	mz421.2406
HMDB0115371	Row.2479_47360	mz_met	mz421.2406
HMDB0115372	Row.2479_47360	mz_met	mz421.2406
HMDB0115396	Row.2479_47360	mz_met	mz421.2406
HMDB0115397	Row.2479_47360	mz_met	mz421.2406
HMDB0115422	Row.2479_47360	mz_met	mz421.2406
HMDB0014668	Row.2479_47360	mz_met	mz421.2406
HMDB0015656	Row.2479_47360	mz_met	mz421.2406
HMDB0008687	Row.1344_99927	mz_met	mz288.1945
HMDB0008688	Row.1344_99927	mz_met	mz288.1945
HMDB0008720	Row.1344_99927	mz_met	mz288.1945
HMDB0008721	Row.1344_99927	mz_met	mz288.1945
HMDB0008752	Row.1344_99927	mz_met	mz288.1945
HMDB0011262	Row.1344_99927	mz_met	mz288.1945
HMDB0011293	Row.1344_99927	mz_met	mz288.1945
HMDB0011294	Row.1344_99927	mz_met	mz288.1945
HMDB0011326	Row.1344_99927	mz_met	mz288.1945
HMDB0011327	Row.1344_99927	mz_met	mz288.1945
HMDB0008359	Row.1344_99927	mz_met	mz288.1945
HMDB0008360	Row.1344_99927	mz_met	mz288.1945
HMDB0008391	Row.1344_99927	mz_met	mz288.1945
HMDB0008423	Row.1344_99927	mz_met	mz288.1945
HMDB0011251	Row.1344_99927	mz_met	mz288.1945
HMDB0011252	Row.1344_99927	mz_met	mz288.1945
HMDB0011283	Row.1344_99927	mz_met	mz288.1945
HMDB0011316	Row.1344_99927	mz_met	mz288.1945
HMDB0013420	Row.1344_99927	mz_met	mz288.1945
HMDB0011492	Row.1344_99927	mz_met	mz288.1945
HMDB0011522	Row.1344_99927	mz_met	mz288.1945
HMDB0062304	Row.1344_99927	mz_met	mz288.1945
HMDB0114750	Row.1344_99927	mz_met	mz288.1945
HMDB0014393	Row.1344_99927	mz_met	mz288.1945
HMDB0041142	Row.1344_99927	mz_met	mz288.1945
HMDB0031885	Row.1344_99927	mz_met	mz288.1945
HMDB0000145	Row.1344_99927	mz_met	mz288.1945
HMDB0032673	Row.1344_99927	mz_met	mz288.1945
HMDB0001927	Row.1344_99927	mz_met	mz288.1945
HMDB0014434	Row.1344_99927	mz_met	mz288.1945
HMDB0060632	Row.1344_99927	mz_met	mz288.1945
HMDB0240250	Row.1344_99927	mz_met	mz288.1945
HMDB0036207	Row.1344_99927	mz_met	mz288.1945
HMDB0037705	Row.1344_99927	mz_met	mz288.1945

HMDB0041250	Row.1344_99927	mz_met	mz288.1945
HMDB0000933	Row.1344_99927	mz_met	mz288.1945
HMDB0030994	Row.1344_99927	mz_met	mz288.1945
HMDB0000560	Row.1344_99927	mz_met	mz288.1945
HMDB0030426	Row.1344_99927	mz_met	mz288.1945
HMDB0030427	Row.1344_99927	mz_met	mz288.1945
HMDB0031015	Row.1344_99927	mz_met	mz288.1945
HMDB0032053	Row.1344_99927	mz_met	mz288.1945
HMDB0032342	Row.1344_99927	mz_met	mz288.1945
HMDB0032524	Row.1344_99927	mz_met	mz288.1945
HMDB0036424	Row.1344_99927	mz_met	mz288.1945
HMDB0037814	Row.1344_99927	mz_met	mz288.1945
HMDB0038246	Row.1344_99927	mz_met	mz288.1945
HMDB0038259	Row.1344_99927	mz_met	mz288.1945
HMDB0038260	Row.1344_99927	mz_met	mz288.1945
HMDB0015050	Row.1344_99927	mz_met	mz288.1945
HMDB0014539	Row.1344_99927	mz_met	mz288.1945
HMDB0031483	Row.1344_99927	mz_met	mz288.1945
HMDB0031486	Row.1344_99927	mz_met	mz288.1945
HMDB0031487	Row.1344_99927	mz_met	mz288.1945
HMDB0031488	Row.1344_99927	mz_met	mz288.1945
HMDB0031539	Row.1344_99927	mz_met	mz288.1945
HMDB0031540	Row.1344_99927	mz_met	mz288.1945
HMDB0031550	Row.1344_99927	mz_met	mz288.1945
HMDB0031551	Row.1344_99927	mz_met	mz288.1945
HMDB0032301	Row.1344_99927	mz_met	mz288.1945
HMDB0033667	Row.1344_99927	mz_met	mz288.1945
HMDB0033827	Row.1344_99927	mz_met	mz288.1945
HMDB0034372	Row.1344_99927	mz_met	mz288.1945
HMDB0040339	Row.1344_99927	mz_met	mz288.1945
HMDB0037793	Row.2468_101564	mz_met	mz315.178
HMDB0032958	Row.2468_101564	mz_met	mz315.178
HMDB0039111	Row.2468_101564	mz_met	mz315.178
HMDB0028744	Row.2468_101564	mz_met	mz315.178
HMDB0029122	Row.2468_101564	mz_met	mz315.178
HMDB0015322	Row.2468_101564	mz_met	mz315.178
HMDB0002207	Row.2468_101564	mz_met	mz315.178
HMDB0032269	Row.2468_101564	mz_met	mz315.178
HMDB0036231	Row.2468_101564	mz_met	mz315.178
HMDB0039407	Row.2468_101564	mz_met	mz315.178
HMDB0040254	Row.2468_101564	mz_met	mz315.178
HMDB0059842	Row.2468_101564	mz_met	mz315.178
HMDB0061653	Row.2468_101564	mz_met	mz315.178
HMDB0014812	Row.2468_101564	mz_met	mz315.178
HMDB0014887	Row.2468_101564	mz_met	mz315.178
HMDB0015005	Row.2468_101564	mz_met	mz315.178
HMDB0033874	Row.2468_101564	mz_met	mz315.178
HMDB0040699	Row.2468_101564	mz_met	mz315.178
HMDB0041956	Row.2468_101564	mz_met	mz315.178
HMDB0060548	Row.2468_101564	mz_met	mz315.178
HMDB0060796	Row.2468_101564	mz_met	mz315.178
HMDB0060798	Row.2468_101564	mz_met	mz315.178
HMDB0060854	Row.2468_101564	mz_met	mz315.178
HMDB0060929	Row.2468_101564	mz_met	mz315.178
HMDB0002250	Row.436_108839	mz_met	mz344.2796
HMDB0031006	Row.436_108839	mz_met	mz344.2796
HMDB0031047	Row.436_108839	mz_met	mz344.2796
HMDB0031048	Row.436_108839	mz_met	mz344.2796
HMDB0031049	Row.436_108839	mz_met	mz344.2796
HMDB0011530	Row.436_108839	mz_met	mz344.2796
HMDB0011561	Row.436_108839	mz_met	mz344.2796
HMDB0072853	Row.436_108839	mz_met	mz344.2796
HMDB0072867	Row.436_108839	mz_met	mz344.2796
HMDB0033846	Row.441_41016	mz_met	mz552.3159
HMDB0060979	Row.441_41016	mz_met	mz552.3159
HMDB0127524	Row.441_41016	mz_met	mz552.3159
HMDB0032216	Row.441_41016	mz_met	mz552.3159
HMDB0032799	Row.1517_49517	mz_met	mz493.2254
HMDB0036886	Row.1517_49517	mz_met	mz493.2254
HMDB0039016	Row.1517_49517	mz_met	mz493.2254
HMDB0014976	Row.1517_49517	mz_met	mz493.2254
HMDB0015148	Row.1517_49517	mz_met	mz493.2254
HMDB0015548	Row.1240_46174	mz_met	mz709.3387
HMDB0060933	Row.1240_46174	mz_met	mz709.3387
HMDB0030193	Row.1240_46174	mz_met	mz709.3387
HMDB0015454	Row.1987_107665	mz_met	mz172.1119
HMDB0034437	Row.1987_107665	mz_met	mz172.1119
HMDB0034968	Row.1987_107665	mz_met	mz172.1119
HMDB0116062	Row.190_48260	mz_met	mz550.7889
HMDB0116330	Row.190_48260	mz_met	mz550.7889
HMDB0059780	Row.958_36837	mz_met	mz656.286
HMDB0060472	Row.958_36837	mz_met	mz656.286
HMDB0015038	Row.958_36837	mz_met	mz656.286
HMDB0036033	Row.1550_91025	mz_met	mz497.2146
HMDB0030004	Row.1550_91025	mz_met	mz497.2146
HMDB0036122	Row.1550_91025	mz_met	mz497.2146
HMDB0036123	Row.1550_91025	mz_met	mz497.2146
HMDB0040825	Row.1550_91025	mz_met	mz497.2146
HMDB0032600	Row.1550_91025	mz_met	mz497.2146
HMDB0029575	Row.1550_91025	mz_met	mz497.2146
HMDB0029774	Row.1550_91025	mz_met	mz497.2146
HMDB0033515	Row.1550_91025	mz_met	mz497.2146
HMDB0041140	Row.1550_91025	mz_met	mz497.2146
HMDB0128964	Row.1550_91025	mz_met	mz497.2146
HMDB0130532	Row.1550_91025	mz_met	mz497.2146
HMDB0135890	Row.1550_91025	mz_met	mz497.2146
HMDB0135891	Row.1550_91025	mz_met	mz497.2146
HMDB0135894	Row.1550_91025	mz_met	mz497.2146
HMDB0135895	Row.1550_91025	mz_met	mz497.2146
HMDB0135896	Row.1550_91025	mz_met	mz497.2146
HMDB0060990	Row.378_41456	mz_met	mz309.1803
HMDB0030178	Row.378_41456	mz_met	mz309.1803
HMDB0035910	Row.378_41456	mz_met	mz309.1803
HMDB0036153	Row.378_41456	mz_met	mz309.1803
HMDB0037218	Row.378_41456	mz_met	mz309.1803
HMDB0037224	Row.378_41456	mz_met	mz309.1803
HMDB0037273	Row.378_41456	mz_met	mz309.1803
HMDB0039630	Row.378_41456	mz_met	mz309.1803
HMDB0240268	Row.378_41456	mz_met	mz309.1803
HMDB0060070	Row.378_41456	mz_met	mz309.1803
HMDB0040705	Row.378_41456	mz_met	mz309.1803
HMDB0059729	Row.378_41456	mz_met	mz309.1803
HMDB0032141	Row.378_41456	mz_met	mz309.1803
HMDB0034853	Row.378_41456	mz_met	mz309.1803
HMDB0004827	Row.378_41456	mz_met	mz309.1803
HMDB0030410	Row.378_41456	mz_met	mz309.1803
HMDB0038949	Row.378_41456	mz_met	mz309.1803
HMDB0032948	Row.1469_104663	mz_met	mz158.0964
HMDB0033420	Row.2210_57237	mz_met	mz448.2068
HMDB0035038	Row.2210_57237	mz_met	mz448.2068
HMDB0035052	Row.2210_57237	mz_met	mz448.2068
HMDB0036890	Row.2210_57237	mz_met	mz448.2068
HMDB0036898	Row.2210_57237	mz_met	mz448.2068
HMDB0039623	Row.2210_57237	mz_met	mz448.2068
HMDB0040324	Row.2210_57237	mz_met	mz448.2068
HMDB0040651	Row.2210_57237	mz_met	mz448.2068
HMDB0040787	Row.2210_57237	mz_met	mz448.2068
